anuncio_data;anuncio_ano;anuncio_mes;empresa_alvo;municipio;regiao;descr_investimento;setor_desc;cnae_inv_2_desc
29/05/2013;2013;5;Dataprev;São Paulo;RM São Paulo;Modernização de Data Center;Serviços;Atividades de prestação de serviços de informação
29/05/2013;2013;5;Serpro;São Paulo;RM São Paulo;Construção de Data Center;Serviços;Atividades de prestação de serviços de informação
28/05/2013;2013;5;Honda;Sumaré;RA Campinas;Construção de sede administrativa da montadora de veículos;Indústria;Fabricação de veículos automotores, reboques e carrocerias
28/05/2013;2013;5;Eco Plaza Cubatão;Cubatão;RA Santos;Construção de shopping, um prédio comercial e um hotel;Serviços;Atividades imobiliárias
28/05/2013;2013;5;Temakerias e Cia.;São José do Rio Preto;RA São José do Rio Preto;Inauguração de franquia de restaurante especializado em comida japonesa;Serviços;Alimentação
27/05/2013;2013;5;Empanadas La Boca;Americana;RA Campinas;Abertura de restaurante especializado em empanadas argentinas no centro;Serviços;Alimentação
27/05/2013;2013;5;Kappa;Santo André;RM São Paulo;Inauguração de loja de material esportivo no Grand Plaza Shopping;Comércio;Comércio varejista
26/05/2013;2013;5;Dicico;Jundiaí;RA Campinas;Abertura  de loja de materiais de construção na Vila Rio Branco;Comércio;Comércio varejista
26/05/2013;2013;5;Sassá Sushi;São Paulo;RM São Paulo;Inauguração de restaurante de comida japonesa no Jardim Paulista;Serviços;Alimentação
26/05/2013;2013;5;Golden Square Shopping;São Bernardo do Campo;RM São Paulo;Construção de shopping center ;Serviços;Atividades imobiliárias
25/05/2013;2013;5;Divena Veículos;São Paulo;RM São Paulo;Inauguração de concessionária de veículos da marca Mercedes Benz no bairro do Ibirapuera;Comércio;Comércio e reparação de veículos automotores e motocicletas
25/05/2013;2013;5;Benedito Quindim;São Paulo;RM São Paulo;Abertura de loja especializada em doces de quindim Vila Olímpia;Comércio;Comércio varejista
24/05/2013;2013;5;Marisa;Americana;RA Campinas;Inauguração de loja de confecções de moda feminina;Comércio;Comércio varejista
24/05/2013;2013;5;Joe Collins Irish Pub;Piracicaba;RA Campinas;Inauguração de casa de shows, bar e restaurante;Serviços;Atividades artísticas, criativas e de espetáculos
24/05/2013;2013;5;Hidromais;Franca;RA Franca;Inauguração de loja de produtos elétricos e hidráulicos, aquecedor solar, iluminação, climatização, automação e segurança eletrônica;Comércio;Comércio varejista
24/05/2013;2013;5;Kinoplex Iguatemi;Inter-regionais;Inter-regionais;Reforma das salas de cinema;Serviços;"Atividades cinematográficas, produção de vídeos e de programas de televisão; gravação de som e edição de música"
24/05/2013;2013;5;Kinoplex Osasco;Inter-regionais;Inter-regionais;Reforma das salas de cinema;Serviços;"Atividades cinematográficas, produção de vídeos e de programas de televisão; gravação de som e edição de música"
24/05/2013;2013;5;Kinoplex Dom Pedro;Inter-regionais;Inter-regionais;Reforma das salas de cinema;Serviços;"Atividades cinematográficas, produção de vídeos e de programas de televisão; gravação de som e edição de música"
24/05/2013;2013;5;Kinoplex Roxy;Inter-regionais;Inter-regionais;Reforma das salas de cinema;Serviços;"Atividades cinematográficas, produção de vídeos e de programas de televisão; gravação de som e edição de música"
24/05/2013;2013;5;Carrefour;São Paulo;RM São Paulo;Reforma  de hipermercado com instalação de novo layout na unidade Imigrantes;Comércio;Comércio varejista
24/05/2013;2013;5;Santa Casa de Santos;Santos;RA Santos;Instalação de UTI coronariana pediátrica no hospital;Serviços;Atividades de atenção à saúde humana
23/05/2013;2013;5;McDonald's;Jundiaí;RA Campinas;Inauguração de restaurante na avenida Nove de Julho;Serviços;Alimentação
23/05/2013;2013;5;Dia %;Ribeirão Preto;RA Ribeirão Preto;Inauguração de supermercado na rua Cap. José Gallo;Comércio;Comércio varejista
23/05/2013;2013;5;Carrefour;São Caetano do Sul;RM São Paulo;Reforma  de hipermercado com instalação de novo layout;Comércio;Comércio varejista
23/05/2013;2013;5;Carrefour;Santo André;RM São Paulo;Reforma de hipermercado com instalação de novo layout;Comércio;Comércio varejista
23/05/2013;2013;5;Convivio il Gelato;São Paulo;RM São Paulo;Inauguração de sorveteria no Shopping Villa Lobos;Serviços;Alimentação
23/05/2013;2013;5;Bayer;São Paulo;RM São Paulo;Desenvolvimento de novos medicamentos;Serviços;Pesquisa e desenvolvimento científico
23/05/2013;2013;5;Bayer;São Paulo;RM São Paulo;Construção de laboratórios de controle de qualidade do setor de CropScience no bairro do Socorro;Serviços;"Serviços de arquitetura e engenharia; testes e análises técnicas"
22/05/2013;2013;5;Barretos Country Hotel & Acquapark;Barretos;RA Barretos;Construção de centro de convenções;Serviços;Serviços de escritório, de apoio administrativo e outros serviços prestados às empresas
22/05/2013;2013;5;V3W Tecnologia;Marília;RA Marília;Instalação de empresa de desenvolvimento de softwares para internet;Serviços;Atividades dos serviços de tecnologia da informação
22/05/2013;2013;5;Caudalíe;São Paulo;RM São Paulo;Inauguração de loja de cosméticos, no Shopping Iguatemi São Paulo;Comércio;Comércio varejista
22/05/2013;2013;5;Transportes Panex;Guarulhos;RM São Paulo;Instalação de transportadora de cargas;Infraestrutura;Transporte terrestre
22/05/2013;2013;5;Bacio di Latte;São Paulo;RM São Paulo;Inauguração de sorveteria no bairro Vila Madalena;Serviços;Alimentação
21/05/2013;2013;5;Airship do Brasil;São Carlos;RA Central;Desenvolvimento de projeto de dirigível.;Indústria;Fabricação de outros equipamentos de transporte, exceto veículos automotores
21/05/2013;2013;5;Volkswagen;São Bernardo do Campo;RM São Paulo;Ampliação e aumento da capacidade produtiva do modelo Saveiro da fábrica de veículos;Indústria;Fabricação de veículos automotores, reboques e carrocerias
21/05/2013;2013;5;Edifício Cidade Jardim;São Paulo;RM São Paulo;Inauguração de prédio de escritórios, no bairro do Itaim Bibi;Serviços;Atividades imobiliárias
21/05/2013;2013;5;Viação Piracicabana;Santos;RA Santos;Instalação de 261 postos de carregamento de cartões para transporte coletivo;Infraestrutura;Transporte terrestre
21/05/2013;2013;5;Tenaris;Pindamonhangaba;RA São José dos Campos;Instalação de 2 prensas hidráulicas na planta brasileira pra produzir tubos para exploração de águas profundas (pré-sal);Indústria;Metalurgia
19/05/2013;2013;5;Mirante Brasserie;Ribeirão Preto;RA Ribeirão Preto;Abertura de restaurante no centro da cidade;Serviços;Alimentação
18/05/2013;2013;5;Sistema de Crédito Cooperativo - Sicredi;Inter-regionais;Inter-regionais;Inauguração de instalação da cooperativa de crédito;Serviços;Atividades de serviços financeiros
18/05/2013;2013;5;Rodovia Anhanguera (SP 330);Ribeirão Preto;RA Ribeirão Preto;Remodelação do trevo Waldo Adalberto da Silveira (Trevão);Infraestrutura;Armazenamento e atividades auxiliares dos transportes
17/05/2013;2013;5;Instituto  Beleza Natural;São Paulo;RM São Paulo;Inauguração de salão de beleza no Shopping Mais Largo 13;Serviços;Outras atividades de serviços pessoais
16/05/2013;2013;5;Paschoalatto;Marília;RA Marília;Inauguração de escritório de cobrança e recuperação de crédito.;Serviços;Serviços de escritório, de apoio administrativo e outros serviços prestados às empresas
16/05/2013;2013;5;Unna;Guarulhos;RM São Paulo;Construção de Hotel.;Serviços;Alojamento
15/05/2013;2013;5;Westwing Club;Jundiaí;RA Campinas;Ampliação de três galpões de armazenamento e infraestrutura logística da loja de artigos de decoração e moveis;Comércio;Comércio varejista
15/05/2013;2013;5;Omron;Vinhedo;RA Campinas;Inauguração de fábrica de componentes eletrônicos automotivos;Indústria;Fabricação de equipamentos de informática, produtos eletrônicos e ópticos
15/05/2013;2013;5;Viação Cidade Sorriso;Marília;RA Marília;Instalação de empresa de transporte coletivo.;Infraestrutura;Transporte terrestre
15/05/2013;2013;5;Achapa;São Paulo;RM São Paulo;Abertura de lanchonete no Bairro do Itaim Bibi;Serviços;Alimentação
14/05/2013;2013;5;Tchocolath;São Paulo;RM São Paulo;Abertura de loja de chocolate.;Comércio;Comércio varejista
14/05/2013;2013;5;Tecnopel;São Paulo;RM São Paulo;Construção de fábrica de máquinas para produção de papel e celulose.;Indústria;Fabricação de celulose, papel e produtos de papel
14/05/2013;2013;5;W Restaurante;São Paulo;RM São Paulo;Abertura de restaurante no Bairro do Itaim Bibi;Serviços;Alimentação
12/05/2013;2013;5;Ella;São Paulo;RM São Paulo;Inauguração de restaurante tipo italiano no Bairro de Pinheiros;Serviços;Alimentação
10/05/2013;2013;5;Universidade de Franca - Unifran;Franca;RA Franca;Instalação e compra de equipamentos para curso de medicina.;Serviços;Educação
10/05/2013;2013;5;Café Canecão;Miracatu;RA Registro;Abertura de armazém para estalagem de café.;Indústria;Fabricação de produtos alimentícios
10/05/2013;2013;5;Da Terrinha;São Paulo;RM São Paulo;Inauguração de restaurante tipo português no Bairro de Moema;Serviços;Alimentação
09/05/2013;2013;5;Panatlântica;Jacareí;RA São José dos Campos;Instalação de fábrica de chapas e bobinas de aços laminados a frio.;Indústria;Metalurgia
08/05/2013;2013;5;Caterpillar;Piracicaba;RA Campinas;Instalação de fábrica de remanufatura de peças para tratores.;Indústria;Fabricação de máquinas e equipamentos
08/05/2013;2013;5;Muvx;São Carlos;RA Central;Ampliação de fábrica e compra de equipamentos de artefatos de material termoplástico injetado.;Indústria;Fabricação de produtos de borracha e de material plástico
08/05/2013;2013;5;Dog Inn Hotel;Araraquara;RA Central;Construção de hotel para animais;Serviços;Alojamento
08/05/2013;2013;5;Condomínio Logístico São Carlos;São Carlos;RA Central;Construção de condomínio logístico e industrial.;Serviços;Atividades imobiliárias
08/05/2013;2013;5;Construtora Laguna;São Carlos;RA Central;Compra de fazenda de macaúba, em Água Vermelha.;Serviços;Atividades imobiliárias
08/05/2013;2013;5;Serviço Nacional de Aprendizagem Industrial - Senai;Pompéia;RA Marília;Inauguração de escola de formação profissional Shunji Nishimura;Serviços;Educação
08/05/2013;2013;5;NYX Cosméticos;São Paulo;RM São Paulo;Inauguração de loja própria de cosméticos;Comércio;Comércio varejista
08/05/2013;2013;5;Esquina Mocotó;São Paulo;RM São Paulo;Inauguração de restaurante típico do nordeste na Vila Medeiros.;Serviços;Alimentação
08/05/2013;2013;5;Avek;São Paulo;RM São Paulo;Inauguração de restaurante tipo francês no Jardim Paulistano;Serviços;Alimentação
07/05/2013;2013;5;São Vicente Supermercados;Mogi Mirim;RA Campinas;Inauguração de supermercado na rua do Tucura;Comércio;Comércio varejista
06/05/2013;2013;5;Auster;Hortolândia;RA Campinas;Instalação de armazéns na fábrica de nutrição animal. ;Indústria;Fabricação de produtos alimentícios
06/05/2013;2013;5;McDonald's;Louveira;RA Campinas;Inauguração de restaurante Fast-food;Serviços;Alimentação
06/05/2013;2013;5;Domino's Pizza;Campinas;RA Campinas;Abertura de pizzaria franqueada;Serviços;Alimentação
06/05/2013;2013;5;Metrô;São Paulo;RM São Paulo;Construção de acesso subterrâneo na estação Paulista, na rua Bela Cintra.;Infraestrutura;Transporte terrestre
06/05/2013;2013;5;Domino's Pizza;São Paulo;RM São Paulo;Inauguração de franquia de pizzaria;Serviços;Alimentação
06/05/2013;2013;5;Cielo;Barueri;RM São Paulo;Compra de equipamentos para operadora de cartões de crédito;Serviços;Atividades dos serviços de tecnologia da informação
05/05/2013;2013;5;Habib`s;Votuporanga;RA São José do Rio Preto;Construção de restaurante fast-food de comidas Árabes na Av. Brasil;Serviços;Alimentação
03/05/2013;2013;5;Aldeia Bar;Jundiaí;RA Campinas;Reinauguração de bar.;Serviços;Alimentação
03/05/2013;2013;5;Centro Empresarial e Industrial Nove de Julho.;Americana;RA Campinas;Instalação de laboratório empresarial e industrial.;Serviços;Atividades imobiliárias
03/05/2013;2013;5;Alugue Brasil;São José do Rio Preto;RA São José do Rio Preto;Abertura de locadora de veículos e expansão de frotas;Serviços;Aluguéis não-imobiliários e gestão de ativos intangíveis não-financeiros
02/05/2013;2013;5;Hot Buttered - HB;Santo André;RM São Paulo;Inauguração de revenda óculos.;Comércio;Comércio varejista
01/05/2013;2013;5;Jornal Diário de Marília;Marília;RA Marília;Reforma do prédio e compra de equipamentos e veículos;Serviços;Edição e edição integrada à impressão
30/04/2013;2013;4;Dicico;Leme;RA Campinas;Abertura de loja de materiais de construção franqueada na Vila Santucci.;Comércio;Comércio varejista
30/04/2013;2013;4;Unilever;Aguaí;RA Campinas;Construção de fábrica de produtos de higiene e limpeza;Indústria;Fabricação de produtos químicos
30/04/2013;2013;4;Sociedade de Abastecimento de Água e Saneamento - Sanasa;Campinas;RA Campinas;Instalação do sistema de Esgotamento Sanitário Taubaté.;Infraestrutura;Esgoto e atividades relacionadas
30/04/2013;2013;4;Transbrasiliana;Marília;RA Marília;Reforma e manutenção do trecho urbano da rodovia BR-153.;Infraestrutura;Armazenamento e atividades auxiliares dos transportes
30/04/2013;2013;4;Holly Hunt;São Paulo;RM São Paulo;Inauguração de loja de móveis e decorações na Alameda Gabriel Monteiro da Silva.;Comércio;Comércio varejista
30/04/2013;2013;4;Puppy Angel;São Paulo;RM São Paulo;Instalação de loja de roupas e artigos para animais de estimação pet shop, no Shopping Pátio Paulista;Comércio;Comércio varejista
30/04/2013;2013;4;Puppy Angel;São Bernardo do Campo;RM São Paulo;Instalação de loja de roupas e artigos para animais de estimação, pet shop, no Golden Square Shopping;Comércio;Comércio varejista
30/04/2013;2013;4;AES Eletropaulo;Barueri;RM São Paulo;Instalação de medidores inteligentes de energia.;Infraestrutura;Eletricidade, gás e outras utilidades
30/04/2013;2013;4;Sleep Inn Internacional Airport GRU;Guarulhos;RM São Paulo;Construção de Hotel.;Serviços;Alojamento
30/04/2013;2013;4;Meu Amigo Pet;Sorocaba;RA Sorocaba;Construção de loja pet shop.;Comércio;Comércio varejista
30/04/2013;2013;4;Meu Amigo Pet;Itu;RA Sorocaba;Construção de loja de pet shop;Comércio;Comércio varejista
30/04/2013;2013;4;Metro-Shacman;Tatuí;RA Sorocaba;Construção de fábrica de caminhões pesados e extrapesados.;Indústria;Fabricação de veículos automotores, reboques e carrocerias
29/04/2013;2013;4;FedEx Express;Guarulhos;RM São Paulo;Abertura de centro de distribuição;Infraestrutura;Correio e outras atividades de entrega
29/04/2013;2013;4;FedEx Express;São Paulo;RM São Paulo;Abertura da estação de coleta e remessas no Bairro de Santo Amaro;Infraestrutura;Correio e outras atividades de entrega
29/04/2013;2013;4;Pink Elephant;São Paulo;RM São Paulo;Reforma de casa noturna no bairro do Itaim Bibi.;Serviços;Alimentação
27/04/2013;2013;4;O Pote;São Paulo;RM São Paulo;Reforma de restaurante no bairro Pinheiros;Serviços;Alimentação
27/04/2013;2013;4;Cold Stone Creamery;São Paulo;RM São Paulo;Inauguração de sorveteria no bairro de Moema.;Serviços;Alimentação
26/04/2013;2013;4;Ericsson;Indaiatuba;RA Campinas;Ampliação do Centro de Desenvolvimento de tecnologias de informação, comunicação e multimídia- CDITC;Serviços;Pesquisa e desenvolvimento científico
26/04/2013;2013;4;Fundação Centro de Pesquisa e Desenvolvimento em Telecomunicações-CPqD;Campinas;RA Campinas;Inauguração do laboratório de testes e medição de dispositivos móveis de 4G;Serviços;Pesquisa e desenvolvimento científico
26/04/2013;2013;4;Elektro;Inter-regionais;Inter-regionais;Implementação de programa de troca de fiação, lâmpadas, geladeiras e aquecedores solares.;Infraestrutura;Eletricidade, gás e outras utilidades
26/04/2013;2013;4;Sabesp;Cotia;RM São Paulo;Ampliação da rede de abastecimento de água no bairro Tijuco Preto.;Infraestrutura;Captação, tratamento e distribuição de água
26/04/2013;2013;4;Usiminas;Cubatão;RA Santos;Reforma da decapagem 3 na divisão siderúrgica de produtos.;Indústria;Metalurgia
25/04/2013;2013;4;Gás Brasiliano;Araraquara;RA Central;Inauguração da sede da empresa concessionária de distribuição de gás natural.;Infraestrutura;Eletricidade, gás e outras utilidades
25/04/2013;2013;4;AutoBan;Inter-regionais;Inter-regionais;Ampliação da rodovia dos Bandeirantes com a construção da quinta faixa de rolamento.;Infraestrutura;Armazenamento e atividades auxiliares dos transportes
25/04/2013;2013;4;Gás Brasiliano;Inter-regionais;Inter-regionais;Expansão de 35 Km de distribuição de gás natural na Região Nordeste do estado;Infraestrutura;Eletricidade, gás e outras utilidades
25/04/2013;2013;4;Gás Brasiliano;Inter-regionais;Inter-regionais;Expansão da distribuição de gás natural na região noroeste do Estado;Infraestrutura;Eletricidade, gás e outras utilidades
25/04/2013;2013;4;Claro;Inter-regionais;Inter-regionais;Instalação e ampliação dos serviços de transmissão de voz e dados pela telefonia móvel 4G.;Infraestrutura;Telecomunicações
25/04/2013;2013;4;Queijaria;São Paulo;RM São Paulo;Abertura de butique de queijos artesanais na Vila Madalena.;Comércio;Comércio varejista
25/04/2013;2013;4;O Boticário;São Paulo;RM São Paulo;Reforma de loja conceito de cosméticos e perfumaria, no Shopping Morumbi.;Comércio;Comércio varejista
25/04/2013;2013;4;Claro Live House;São Paulo;RM São Paulo;Construção de um espaço de eventos, dentro do Jockey Clube;Serviços;Serviços de escritório, de apoio administrativo e outros serviços prestados às empresas
25/04/2013;2013;4;Taubaté Shopping;Taubaté;RA São José dos Campos;Ampliação do Shopping Center com a construção de um novo pavimento;Serviços;Atividades imobiliárias
24/04/2013;2013;4;Madame Brigadeiro;São Paulo;RM São Paulo;Inauguração de loja de doces e brigadeiros no bairro de Perdizes.;Comércio;Comércio varejista
24/04/2013;2013;4;Dedo de Moça;São Paulo;RM São Paulo;Inauguração de espaço de evento e escola no Jardim Paulista.;Serviços;Educação
23/04/2013;2013;4;Fan Clube Honda;Indaiatuba;RA Campinas;Inauguração do museu de motocicletas;Serviços;Atividades artísticas, criativas e de espetáculos
23/04/2013;2013;4;Dersa;Inter-regionais;Inter-regionais;Duplicação da Rodovia dos Tamoios construção de dois contornos: São Sebastião e para Caraguatatuba (3Âº fase);Infraestrutura;Armazenamento e atividades auxiliares dos transportes
23/04/2013;2013;4;Roldão Atacadista;São Paulo;RM São Paulo;Inauguração de atacadista de produtos para pizzarias, padarias, etc. no bairro Jurubatuba.;Comércio;Comércio por atacado, exceto veículos automotores e motocicletas
23/04/2013;2013;4;Banco Itaú;São Paulo;RM São Paulo;Inauguração de agência no Shopping Ibirapuera;Serviços;Atividades de serviços financeiros
22/04/2013;2013;4;Cia Marítima;Campinas;RA Campinas;Inauguração de loja de moda praia, biquínis, maiôs, chapéus, sacolas, rasteirinhas, caftas, cangas, bijoux no Shopping Iguatemi Campinas;Comércio;Comércio varejista
22/04/2013;2013;4;Rile Comercial;Campinas;RA Campinas;Abertura de loja de equipamentos elétricos e hidráulicos de produção individual para uso industrial;Comércio;Comércio varejista
22/04/2013;2013;4;Metrô;São Paulo;RM São Paulo;Reforma de 14 estações nas linhas: 1,2 e 3.;Infraestrutura;Transporte terrestre
22/04/2013;2013;4;Outback Steakhouse;Osasco;RM São Paulo;Inauguração de restaurante fast food no Shopping União de Osasco;Serviços;Alimentação
22/04/2013;2013;4;Outback Steakhouse;São Paulo;RM São Paulo;Inauguração de restaurante fast food no Shopping Aricanduva;Serviços;Alimentação
22/04/2013;2013;4;Unitono;São Bernardo do Campo;RM São Paulo;Abertura de filial da empresa de contact center na Av Pereira Barreto;Serviços;Serviços de escritório, de apoio administrativo e outros serviços prestados às empresas
21/04/2013;2013;4;Lojas Marabraz;Mogi das Cruzes;RM São Paulo;Abertura de loja de revenda de móveis no centro.;Comércio;Comércio varejista
21/04/2013;2013;4;Alabarce;Mogi das Cruzes;RM São Paulo;Construção de prédio comercial no centro.;Serviços;Atividades imobiliárias
20/04/2013;2013;4;Companhia Paulista de Força e Luz - CPFL;São José do Rio Preto;RA São José do Rio Preto;Ampliação da subestação Rio Preto 5 - Austa do bairro Maçor Daud do sistema de transmissão;Infraestrutura;Eletricidade, gás e outras utilidades
19/04/2013;2013;4;Knorr-Bremse;Itupeva;RA Campinas;Inauguração de fábrica de sistemas de freios para veículos rodoviários e ferroviários;Indústria;Fabricação de veículos automotores, reboques e carrocerias
19/04/2013;2013;4;Triângulo Moda;São Paulo;RM São Paulo;Abertura de loja franqueada de roupas na rua Augusta.;Comércio;Comércio varejista
19/04/2013;2013;4;Libbs Farmacêutica;Embu das Artes;RM São Paulo;Construção de fábrica de produção de medicamentos biossimilares e biológicos.;Indústria;Fabricação de produtos farmoquímicos e farmacêuticos
18/04/2013;2013;4;KSB Bombas Hidráulicas;Jundiaí;RA Campinas;Inauguração de fábrica de bombas hidráulicas.;Indústria;Fabricação de máquinas e equipamentos
18/04/2013;2013;4;Ascenty Data Centers;Hortolândia;RA Campinas;Construção de data center.;Serviços;Atividades de prestação de serviços de informação
18/04/2013;2013;4;Ascenty Data Centers;Campinas;RA Campinas;Ampliação de data centers.;Serviços;Atividades de prestação de serviços de informação
18/04/2013;2013;4;Companhia Paulista de Força e Luz - CPFL;Araraquara;RA Central;Conservação e manutenção da distribuição de energia elétrica.;Infraestrutura;Eletricidade, gás e outras utilidades
18/04/2013;2013;4;Shopping Iguatemi São Carlos;São Carlos;RA Central;Ampliação de Shopping Center.;Serviços;Atividades imobiliárias
18/04/2013;2013;4;Memove;São Paulo;RM São Paulo;Inauguração de loja de vestuário no Shopping Metrô Tucuruvi;Comércio;Comércio varejista
18/04/2013;2013;4;Ikesaki;São Paulo;RM São Paulo;Inauguração de loja de artigos para cabeleireiros e cosméticos no Shopping Metrô Tucuruvi.;Comércio;Comércio varejista
18/04/2013;2013;4;Magazine Luiza;São Paulo;RM São Paulo;Inauguração de loja de departamento, móveis e eletrodomésticos no Shopping Metrô Tucuruvi;Comércio;Comércio varejista
18/04/2013;2013;4;Lojas Riachuelo;São Paulo;RM São Paulo;Inauguração de loja de moda e moda casa no Shopping Metrô Tucuruvi.;Comércio;Comércio varejista
18/04/2013;2013;4;Lojas Renner;São Paulo;RM São Paulo;Inauguração de lojas de roupas e acessórios no Shopping Metrô Tucuruvi;Comércio;Comércio varejista
18/04/2013;2013;4;Marisa;São Paulo;RM São Paulo;Inauguração de loja de confecções de moda feminina no Shopping Metrô Tucuruvi.;Comércio;Comércio varejista
18/04/2013;2013;4;Casa do Pão de Queijo;São Paulo;RM São Paulo;Inauguração de lanchonete no shopping Metro Tucuruvi. ;Serviços;Alimentação
18/04/2013;2013;4;A Creperia;São Paulo;RM São Paulo;Inauguração de lanchonete especializada em crepes no Shopping Metrô Tucuruvi.;Serviços;Alimentação
17/04/2013;2013;4;Romana Café;Campinas;RA Campinas;Inauguração de café e cafeteria no Aeroporto Internacional de Viracopos.;Serviços;Alimentação
17/04/2013;2013;4;D-Link;Barueri;RM São Paulo;Inauguração de Centro de Distribuição de produtos eletrônicos no Bairro do Tamboré;Comércio;Comércio por atacado, exceto veículos automotores e motocicletas
17/04/2013;2013;4;La Lampe;São Paulo;RM São Paulo;Reforma de loja no segmento de iluminação no Shopping D&D.;Comércio;Comércio varejista
17/04/2013;2013;4;Bacio di Latte;São Paulo;RM São Paulo;Abertura de sorveteria no Shopping Morumbi;Serviços;Alimentação
17/04/2013;2013;4;Cremeria Vienna;São Paulo;RM São Paulo;Inauguração de sorveteria no bairro do Itaim Bibi;Serviços;Alimentação
17/04/2013;2013;4;Shopping Metrô Tucuruvi;São Paulo;RM São Paulo;Inauguração de shopping na estação Tucuruvi do Metrô;Serviços;Atividades imobiliárias
17/04/2013;2013;4;Hitachi Brazil Laboratory;São Paulo;RM São Paulo;Abertura de centro de pesquisa e desenvolvimento de tecnologias.;Serviços;Pesquisa e desenvolvimento científico
16/04/2013;2013;4;Casas Bahia;São Paulo;RM São Paulo;Inauguração de loja de móveis e eletrodomésticos no Shopping Metrô Tucuruvi.;Comércio;Comércio varejista
16/04/2013;2013;4;Livraria Saraiva;São Bernardo do Campo;RM São Paulo;"Abertura de livraria mega store, com títulos nacionais e importados; papelaria; música, filmes, games e softwares; telefonia; eletrônicos; informática; revistas etc. São Bernardo Plaza Shopping.";Comércio;Comércio varejista
16/04/2013;2013;4;Centauro Esportes;São Paulo;RM São Paulo;Inauguração de loja de material esportivo no Shopping Metrô Tucuruvi;Comércio;Comércio varejista
16/04/2013;2013;4;Ponto Frio;São Paulo;RM São Paulo;Inauguração de loja de eletrodomésticos no Shopping Metrô Tucuruvi.;Comércio;Comércio varejista
16/04/2013;2013;4;Bob's;São Paulo;RM São Paulo;Inauguração de Lanchonete de rede de fast food, no Shopping Metro Tucuruvi.;Serviços;Alimentação
16/04/2013;2013;4;Divino Fogão;São Paulo;RM São Paulo;Inauguração de restaurante franqueado de fast food de cozinha brasileira, no Shopping Metrô Tucuruvi.;Serviços;Alimentação
16/04/2013;2013;4;Empório Parilla;São Paulo;RM São Paulo;Inauguração de restaurante no Shopping Metrô Tucuruvi;Serviços;Alimentação
16/04/2013;2013;4;McDonald's;São Paulo;RM São Paulo;Inauguração de restaurante fast food, no Shopping Metrô Tucuruvi;Serviços;Alimentação
16/04/2013;2013;4;Spoleto Restaurante;São Paulo;RM São Paulo;Inauguração de restaurante franqueado, no Shopping Metrô Tucuruvi;Serviços;Alimentação
16/04/2013;2013;4;Subway;São Paulo;RM São Paulo;Inauguração de restaurante tipo fast food franqueado, no Shopping metrô Tucuruvi;Serviços;Alimentação
16/04/2013;2013;4;Casa Outlet Shopping;Taboão da Serra;RM São Paulo;Construção de Shopping Center;Serviços;Atividades imobiliárias
16/04/2013;2013;4;Instituto Embelleze;Guarulhos;RM São Paulo;Inauguração de escola franqueada de cabeleireiros no bairro Taboão. ;Serviços;Educação
16/04/2013;2013;4;Vitasal;São Paulo;RM São Paulo;Inauguração de clínica de haloterapia no bairro da Vila Leopoldina;Serviços;Outras atividades de serviços pessoais
15/04/2013;2013;4;Trade Plaza Limeira;Limeira;RA Campinas;Construção do complexo Trade Plaza Limeira;Serviços;Atividades imobiliárias
15/04/2013;2013;4;Trade Office e Trade Mall;Limeira;RA Campinas;Construção de prédio de escritórios e lojas no complexo Trade Plaza Limeira.;Serviços;Atividades imobiliárias
14/04/2013;2013;4;Shanilla Yoga Campinas;Campinas;RA Campinas;Inauguração de loja especializada em malhas compressivas e lingeries modeladoras.;Comércio;Comércio varejista
14/04/2013;2013;4;Lubrificantes Fênix;Paulínia;RA Campinas;Compra de caminhões para empresa de refino do Óleo lubrificante usado. ;Infraestrutura;Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis
14/04/2013;2013;4;Big Jack;Campinas;RA Campinas;Inauguração de Área kids da lanchonete no bairro Cambuí.;Serviços;Alimentação
14/04/2013;2013;4;School of Art,Game and Animation - Saga;Guarulhos;RM São Paulo;Inauguração de escola de computação gráfica e de arte digital;Serviços;Educação
12/04/2013;2013;4;Imaginarium;Bauru;RA Bauru;Inauguração de lojas de artigos para presentes e decoração no Bauru Shopping;Comércio;Comércio varejista
12/04/2013;2013;4;Atelier do Banho;São Paulo;RM São Paulo;Abertura de loja especializada em produtos para banho no Shopping Center 3;Comércio;Comércio varejista
12/04/2013;2013;4;Quem disse Berenice?;São Paulo;RM São Paulo;Inauguração de perfume , no Shopping Center 3;Comércio;Comércio varejista
12/04/2013;2013;4;Hospital de Base de São José do Rio Preto;São José do Rio Preto;RA São José do Rio Preto;Ampliação do ambulatório, centro cirúrgico e da UTI do hospital.;Serviços;Atividades de atenção à saúde humana
11/04/2013;2013;4;Telhanorte;Jundiaí;RA Campinas;Inauguração de loja de materiais de construção.;Comércio;Comércio varejista
11/04/2013;2013;4;QuantiQ;Guarulhos;RM São Paulo;Inauguração de laboratório especializado em pesquisa e desenvolvimento para o setor de construção civil.;Serviços;Pesquisa e desenvolvimento científico
11/04/2013;2013;4;Atech;São José dos Campos;RA São José dos Campos;Instalação de centro de tecnologia de CPI no parque tecnológico de São José dos Campos.;Serviços;Atividades de prestação de serviços de informação
10/04/2013;2013;4;Dolce & Gabbana;São Paulo;RM São Paulo;Inauguração de loja de roupas e acessórios no Shopping Iguatemi JK;Comércio;Comércio varejista
