anuncio_data;anuncio_ano;anuncio_mes;empresa_alvo;municipio;regiao;descr_investimento;setor_desc;cnae_inv_2_desc
30/07/2024;2024;7;Teatro Cultura Artística;São Paulo;RM São Paulo;Reforma teatro  e restauração, englobando a aquisião de equipamentos e instrumentos musicais ;Serviços;Atividades artísticas, criativas e de espetáculos
27/07/2024;2024;7;Eurofarma;Inter-regionais                                                                                                                                                                                                                                     ;Inter-regionais;Desenvolvimento medicamento(s) e projetos para novos genéricos e biossimilares no país;Serviços;Pesquisa e desenvolvimento científico
24/07/2024;2024;7;XP Investimentos;São Paulo;RM São Paulo;Inauguração espaço  de relacionamento, o XP Faria Lima em São Paulo, localizado na avenida de mesmo nome, esquina com a Rua Tabapuã;Serviços;Atividades auxiliares dos serviços financeiros, seguros, previdência complementar e planos de saúde
24/07/2024;2024;7;Dengo;São Paulo;RM São Paulo;Inauguração loja franqueada de chocolates e cafés no espaço de relacionamento, o XP Faria Lima em São Paulo, localizado na avenida de mesmo nome, esquina com a Rua Tabapuã;Comércio;Comércio varejista
24/07/2024;2024;7;Credit Saison;São Paulo;RM São Paulo;Abertura escritório da empresa de produtos financeiros ;Serviços;Atividades de serviços financeiros
23/07/2024;2024;7;Fundação Armando Álvares Penteado - Faap;São Paulo;RM São Paulo;Reforço edifício antigo da Faap, o prédio um,  em um ano a ala foi reformulada, inclui ainda estúdios de TV e de podcast, ilhas de edição e espaços de múltiplas funções e uma sala de cinema;Serviços;"Atividades cinematográficas, produção de vídeos e de programas de televisão; gravação de som e edição de música"
16/07/2024;2024;7;American Burger;Ribeirão Preto;RA Ribeirão Preto;Inauguração lanchonete tipo hamburgeria americana;Serviços;Alimentação
15/07/2024;2024;7;Kura;São Paulo;RM São Paulo;Inauguração unidade  produções artísticas e especializado na gestão de coleções, que atua na catalogação, conservação e organização de acervos na rua Oscar Freire;Serviços;Atividades ligadas ao patrimônio cultural e ambiental
15/07/2024;2024;7;Metrô;São Paulo;RM São Paulo;Compra trem  mais 18 veículos, para atender a para expansão da Linha 15-Prataas novas estações da Boa Esperança e Jacu Pêssego;Infraestrutura;Transporte terrestre
13/07/2024;2024;7;Il Carpaccio;São Paulo;RM São Paulo;Abertura restaurante , com culinária italiana, massa fresca recheada com ricota ao molho trufado, manteiga e grana padano;Serviços;Alimentação
13/07/2024;2024;7;Versa Fuel;São Paulo;RM São Paulo;Ampliação empresa  de aplicativo de delivery de combustíveis;Comércio;Comércio varejista
11/07/2024;2024;7;Global Logistic Properties - GLP;Franco da Rocha;RM São Paulo;Construção galpões e condomínios logísticos e industrial para locação, o Embu III são centros de armazenamento e distribuição de mercadorias;Serviços;Atividades imobiliárias
11/07/2024;2024;7;Global Logistic Properties - GLP;Franco da Rocha;RM São Paulo;Construção galpões e condomínios logísticos e industrial para locação, o Bandeirantes I são centros de armazenamento e distribuição de mercadorias;Serviços;Atividades imobiliárias
11/07/2024;2024;7;Global Logistic Properties - GLP;Guarulhos;RM São Paulo;Construção galpões e condomínios logísticos e industrial para locação, são centros de armazenamento e distribuição de mercadorias;Serviços;Atividades imobiliárias
10/07/2024;2024;7;Mundo Pão do Olivier;São Paulo;RM São Paulo;Abertura padaria na esquina da Avenida Ipiranga com a Avenida São Luís;Comércio;Comércio varejista
10/07/2024;2024;7;Escritório de Contabilidade Garcia;Presidente Prudente;RA Presidente Prudente;Inauguração sede da contabilidade;Serviços;Atividades jurídicas, de contabilidade e de auditoria
09/07/2024;2024;7;Thermas dos Laranjais;Olímpia;RA Barretos;Instalação Sistema de piso emborrachado infantil EPDM em seu complexo Play Kids ainda mais seguro para as crianças no parque aquático;Serviços;Atividades esportivas e de recreação e lazer
08/07/2024;2024;7;Instituto Coragem;São Carlos;RA Central;Inauguração sede do centro dedicado ao cuidado da saúde física, mental e emocional da população;Serviços;Atividades de atenção à saúde humana
06/07/2024;2024;7;Sicredi Planalto das Águas PR/SP;Votorantim;RA Sorocaba;Inauguração agência da cooperativa de crédito na zona Norte;Serviços;Atividades de serviços financeiros
06/07/2024;2024;7;Santa Casa de Santos;Santos;RA Santos;Inauguração instalações do Banco de Sangue;Serviços;Atividades de atenção à saúde humana
06/07/2024;2024;7;Itu Log;Itu;RA Sorocaba;Construção Centro Logístico com galpões de armazenagem e um centro de distribuição localizada na Estrada do Jacuhú;Serviços;Atividades imobiliárias
06/07/2024;2024;7;Santa Casa de São Roque;São Roque;RA Sorocaba;Aquisição equipamento  tomógrafo, que possibilitará produzir exames de alta complexidade com rapidez e alta qualidade de imagem;Serviços;Atividades de atenção à saúde humana
05/07/2024;2024;7;Oxxo;São José dos Campos;RA São José dos Campos;Inauguração padaria  com produção própria de pães com foodservice com salgados, sanduíches, pizzas, refeições prontas, sobremesas e bebidas quentes, geladas e dos diferentes tipos de compras nas 24h em que os estabelecimentos ficam abertos;Comércio;Comércio varejista
05/07/2024;2024;7;Oxxo;Taubaté;RA São José dos Campos;Inauguração padaria  com produção própria de pães com foodservice com salgados, sanduíches, pizzas, refeições prontas, sobremesas e bebidas quentes, geladas e dos diferentes tipos de compras nas 24h em que os estabelecimentos ficam abertos;Comércio;Comércio varejista
05/07/2024;2024;7;Oxxo;Jacareí;RA São José dos Campos;Inauguração padaria  com produção própria de pães com foodservice com salgados, sanduíches, pizzas, refeições prontas, sobremesas e bebidas quentes, geladas e dos diferentes tipos de compras nas 24h em que os estabelecimentos ficam abertos;Comércio;Comércio varejista
05/07/2024;2024;7;Transpetro;Inter-regionais                                                                                                                                                                                                                                     ;Inter-regionais;Inauguração rede de oleoduto que liga a maior refinaria da Petrobras, a Refinaria de Paulínia (Replan), ao Terminal Terrestre de Barueri que vai ampliar a capacidade de movimentação de combustíveis;Infraestrutura;Transporte terrestre
03/07/2024;2024;7;Suzano Papel e Celulose;Americana;RA Campinas;Instalação Centro de Distribuição e tem previsão de inauguração em 2025, da fabricante de celulose;Indústria;Fabricação de celulose, papel e produtos de papel
03/07/2024;2024;7;Suzano Papel e Celulose;Limeira;RA Campinas;Ampliação produção de Eucafluff®, a primeira Fluff de eucalipto, da fabricante de celulose;Indústria;Fabricação de celulose, papel e produtos de papel
01/07/2024;2024;7;Life;Itu;RA Sorocaba;Inauguração joalheria com o compromisso que os antigos ourives tinham, criando joias exclusivas e eternas;Comércio;Comércio varejista
01/07/2024;2024;7;Life;Suzano;RM São Paulo;Inauguração joalheria com o compromisso que os antigos ourives tinham, criando joias exclusivas e eternas;Comércio;Comércio varejista
27/06/2024;2024;6;Padaria Pet;São Paulo;RM São Paulo;Inauguração loja e produtos para cachorros e gatos, especializado em petiscos com bolos de aniversário, naturais e boutique para cães e gatos;Comércio;Comércio varejista
27/06/2024;2024;6;O Boticário;Cajamar;RM São Paulo;Inauguração Centro de distribuição da fábrica de perfumes, loções, cremes, maquiagens e linha de tratamento corporal;Indústria;Fabricação de produtos químicos
26/06/2024;2024;6;CPTM;Inter-regionais                                                                                                                                                                                                                                     ;Inter-regionais;Ampliação Linha 13-Jade com quatro estações entre o aeroporto de Guarulhos e o centro da cidade (Jardim dos Eucaliptos, São João, Jardim Presidente Dutra e Bonsucesso), e duas entre São Paulo e o aeroporto (Cangaíba e Gabriela Mistral);Infraestrutura;Transporte terrestre
25/06/2024;2024;6;Cestto Atacadista;Taboão da Serra;RM São Paulo;Construção loja de comércio atacadista e varejista de mercadorias em geral, com predominância de produtos alimentícios;Comércio;Comércio por atacado, exceto veículos automotores e motocicletas
25/06/2024;2024;6;Irina Restaurante;São Paulo;RM São Paulo;Abertura restaurante com gastronomia da culinária brasileira, de norte a sul.;Serviços;Alimentação
24/06/2024;2024;6;Faria Lima Business Center;São Paulo;RM São Paulo;Construção prédio comercial que oferece grande flexibilidade de ocupação por conta de suas lajes livres de pilares, podendo sediar empresas de diversos portes e segmentos, entrega está programada para 2026;Serviços;Atividades imobiliárias
24/06/2024;2024;6;EDP São Paulo;Inter-regionais                                                                                                                                                                                                                                     ;Inter-regionais;Modernização manutenção de  sistema(s) de distribuição de energia elétrica no período de 2024 e 2026;Infraestrutura;Eletricidade, gás e outras utilidades
23/06/2024;2024;6;Sabesp;Ilhabela;RA São José dos Campos;Instalação usina de dessalinização na cidade do litoral norte, da água do mar à partir de 2026;Infraestrutura;Captação, tratamento e distribuição de água
21/06/2024;2024;6;ViaMobilidade;São Paulo;RM São Paulo;Construção Linha  6 - Laranja, do metrô, ligando a zona oeste ao centro, ampliação de mais 4,3 quilômetros por meio de duas novas estações - Comendador Sant?anna e Jardim Ângela;Infraestrutura;Transporte terrestre
19/06/2024;2024;6;Edge;Santos;RA Santos;Inauguração terminal de Regaseificação de São Paulo (TRSP), que conta com um navio especializado em armazenar e regaseificar gás natural liquefeito (GNL) importado, localizado no Porto de Santos  (complemento das fichas 5334 e 6348);Infraestrutura;Eletricidade, gás e outras utilidades
19/06/2024;2024;6;Commit;Narandiba;RA Presidente Prudente;Instalação rede  de gasodutos exclusiva para a distribuição de biometano iniciativa liga a Usina Cocal;Infraestrutura;Eletricidade, gás e outras utilidades
19/06/2024;2024;6;Scania;São Bernardo do Campo;RM São Paulo;Modernização fábrica de caminhões e ônibus;Indústria;Fabricação de veículos automotores, reboques e carrocerias
19/06/2024;2024;6;ISA Cteep;Itapeva;RA Itapeva;Modernização Sistema elétrico da subestação que atende as cidades de Itapeva, Itaberá, Nova Campina e Taquarivaí;Infraestrutura;Eletricidade, gás e outras utilidades
17/06/2024;2024;6;JCB;Sorocaba;RA Sorocaba;Ampliação fábrica  de equipamentos e máquinas para construção e  em serviços como de terraplenagem;Indústria;Fabricação de máquinas e equipamentos
12/06/2024;2024;6;Dolce & Gabbana e Havaianas;São Paulo;RM São Paulo;Inauguração loja pop-up da sold out da collab, com os quatro modelos da coleção no Shopping JK Iguatemi;Comércio;Comércio varejista
11/06/2024;2024;6;Novofio;Presidente Prudente;RA Presidente Prudente;Inauguração clínica  franqueada de alimentos diet, light, integrais, orgânicos, funcionais, sem glúten, sem lactose, suplementos esportivos Rua Prefeito Florivaldo Leal, 105;Serviços;Outras atividades de serviços pessoais
11/06/2024;2024;6;Plano&Plano;São Paulo;RM São Paulo;Inauguração sede da construtora de edifícios residenciais, comerciais e os de usos específicos, ela tem salas de reunião equipadas para formatos virtuais e híbridos, ambientes coletivos e informais, no conceito biofilia;Serviços;Construção de edifícios
10/06/2024;2024;6;Prasi;São Paulo;RM São Paulo;Abertura loja de revenda de joias com design modernista brasileiro e da natureza robusta do Brasil no Shopping Iguatemi São Paulo;Comércio;Comércio varejista
10/06/2024;2024;6;ViaQuatro;Inter-regionais                                                                                                                                                                                                                                     ;Inter-regionais;"Construção projeto da extensão da Linha 4-Amarela de metrô até Taboão da Serra no período de 2024 a 2028, são duas novas estações: uma na Chácara Jockey, nas imediações da Avenida Professor Francisco Morato, na Vila Sônia; e outra em Taboão da Serra";Infraestrutura;Transporte terrestre
09/06/2024;2024;6;Bio Mundo;Presidente Prudente;RA Presidente Prudente;Inauguração loja franqueada de alimentos diet, light, integrais, orgânicos, funcionais, sem glúten, sem lactose, suplementos esportivos Rua Prefeito Florivaldo Leal, 105;Comércio;Comércio varejista
05/06/2024;2024;6;Hospital Veterinário VFP;São José dos Campos;RA São José dos Campos;Instalação hospital franqueado de tratamento intensivo para pets, duas unidades na cidade ;Serviços;Atividades veterinárias
05/06/2024;2024;6;Hospital Veterinário VFP;São Paulo;RM São Paulo;Instalação hospital franqueado de tratamento intensivo para pets;Serviços;Atividades veterinárias
05/06/2024;2024;6;Audi Airport Service;São Paulo;RM São Paulo;Reinauguração oficina de revisões programadas, além de serviços mais corriqueiros, como troca de óleo e filtros e lavagem a seco da marca no Aeroporto de Congonhas;Comércio;Comércio e reparação de veículos automotores e motocicletas
04/06/2024;2024;6;Hospital Infantil Sabará;São Paulo;RM São Paulo;Instalação hospital com pronto socorro infantil e equipes especializadas em crianças e adolescentes, centro cirúrgico, hotelaria hospitalar;Serviços;Atividades de atenção à saúde humana
03/06/2024;2024;6;Academia da Face;São Paulo;RM São Paulo;Inauguração clínica  de procedimentos tecnológicos para o rejuvenescimento, serão instaladas dentro de salões de beleza;Serviços;Outras atividades de serviços pessoais
03/06/2024;2024;6;Academia da Face;São Paulo;RM São Paulo;Inauguração clínica de procedimentos tecnológicos para o rejuvenescimento, serão instaladas dentro de salões de beleza;Serviços;Outras atividades de serviços pessoais
01/06/2024;2024;6;Swarovski;São Paulo;RM São Paulo;Reinauguração loja franqueada de joias, relógios e bijuterias no Shopping Iguatemi São Paulo;Comércio;Comércio varejista
29/05/2024;2024;5;Hospital Albert Einstein e AstraZeneca;Inter-regionais                                                                                                                                                                                                                                     ;Inter-regionais;Inauguração Centro de excelência para diagnóstico e tratamento de pacientes com microangiopatias trombóticas (MATs);Serviços;Atividades de atenção à saúde humana
28/05/2024;2024;5;Rumo Logística;Inter-regionais                                                                                                                                                                                                                                     ;Inter-regionais;Concessão malha ferroviária com a compra de material rodante e manutenção da via permanente para a renovação da concessão ;Infraestrutura;Transporte terrestre
27/05/2024;2024;5;Livraria Cultura;São Paulo;RM São Paulo;Instalação livraria na av. Angélica;Comércio;Comércio varejista
26/05/2024;2024;5;Norah;São Paulo;RM São Paulo;Inauguração loja de comércio de bijuterias no Shopping Center;Comércio;Comércio varejista
24/05/2024;2024;5;Vito's New York Kitchen;São Paulo;RM São Paulo;Reforma pizzaria com inspiração nova-iorquina, sua identidade se torna um ponto de encontro para experiências gastronômicas completas no melhor estilo de casas de Nova Iorque;Serviços;Alimentação
22/05/2024;2024;5;ViaMobilidade;São Paulo;RM São Paulo;Instalação Sistema  de cobertura de sinal de telefonia e fornecer 4G na linha 5-Lilás;Infraestrutura;Transporte terrestre
21/05/2024;2024;5;Ecovias;Inter-regionais                                                                                                                                                                                                                                     ;Inter-regionais;Execução e instalação projeto  da terceira pista da rodovia dos Imigrantes feito pela concessionária que administra o Sistema Anchieta-Imigrantes (SAI), os estudos incluem, projeto executivo e licenciamento ambiental;Infraestrutura;Armazenamento e atividades auxiliares dos transportes
21/05/2024;2024;5;Bridgestone;Cotia;RM São Paulo;Inauguração centro de distribuição da fabrica de pneumáticos e de câmaras-de-ar para todos os tipos de veículos e máquinas;Indústria;Fabricação de produtos de borracha e de material plástico
20/05/2024;2024;5;Cinesystem;São Paulo;RM São Paulo;Reforma cinema  e modernização das 35 salas adquiridas do Itaú Cinemas, redobrando a aposta no setor de cinemas;Serviços;"Atividades cinematográficas, produção de vídeos e de programas de televisão; gravação de som e edição de música"
20/05/2024;2024;5;Dexco;São Paulo;RM São Paulo;Instalação megaloja  que sirva de ponto de encontro de arquitetos, designers e consumidores e a fabricante das marcas Deca, Portinari, Hydra, Duratex, Castelatto, Ceusa e Durafloor no Conjunto Nacional na Av Paulista;Comércio;Comércio varejista
19/05/2024;2024;5;DP World e Rumo;Santos;RA Santos;Construção terminal  portuário para movimentação de grãos e de fertilizantes no Porto de Santos;Infraestrutura;Armazenamento e atividades auxiliares dos transportes
18/05/2024;2024;5;CLI Sul;Santos;RA Santos;Modernização terminal de açúcar, milho e soja. e um parque de moegas (local onde são armazenados os grãos) contando com quatro pontos de descarga de caminhões autodescarregáveis e graneleiros no Porto de Santos;Infraestrutura;Armazenamento e atividades auxiliares dos transportes
16/05/2024;2024;5;ViaMobilidade;São Paulo;RM São Paulo;Reforma Estação Júlio Prestes, da Linha 8-Diamante que passará por restauro, incluiem a renovação da fachada, a remoção da passarela metálica e a restauração de itens como bilheteria histórica, as paredes, e portas e relógios antigos;Infraestrutura;Transporte terrestre
16/05/2024;2024;5;BRT Sorocaba;Sorocaba;RA Sorocaba;Inauguração corredores de ônibus para BRT (Bus Rapid Transit) com toda infraestrutura, projetos, desapropriações, material rodante, estão em operação 24 linhas, três terminais, um miniterminal e 128 pontos de parada;Infraestrutura;Transporte terrestre
15/05/2024;2024;5;Dengo;Itapecerica da Serra;RM São Paulo;Instalação fábrica de produção de chocolates sem aditivos, num conceito conhecido como bean to bar, empresa de produtos derivados do cacau e de chocolates;Indústria;Fabricação de produtos alimentícios
15/05/2024;2024;5;DHL Express;Barueri;RM São Paulo;Aquisição aeronave(s) quatro unidades para transporte de carga, serão  aeronaves do modelo Airbus;Infraestrutura;Correio e outras atividades de entrega
15/05/2024;2024;5;ViaMobilidade e ViaQuatro;Diversos municípios-RMSP;RM São Paulo;Reforma terminal às normas vigentes de acessibilidade, garantir mais segurança aos passageiros e revitalizar os espaços serão aplicados nas linhas 4, 5, 8 e 9 e em projetos de extensão das vias até 2028 as 26 estações terão obras;Infraestrutura;Transporte terrestre
13/05/2024;2024;5;Bracell;Lençóis Paulista;RA Bauru;Ampliação fábrica uma unidade de produção de papel higiênico e papel toalha e custeio da unidade de produção de clorato de sódio e peróxido de hidrogênio;Indústria;Fabricação de celulose, papel e produtos de papel
09/05/2024;2024;5;Nestlé;Araras;RA Campinas;Ampliação fábrica  de café solúvel , torrado, moído e servido em cápsulas para café espresso da Nescafé;Indústria;Fabricação de produtos alimentícios
09/05/2024;2024;5;Assaí Atacadista;São José do Rio Preto;RA São José do Rio Preto;Inauguração atacadista  duas unidades, especializado em produtos de mercearia, alimentos, perecíveis, bazar, embalagens, higiene, bebidas e limpeza;Comércio;Comércio por atacado, exceto veículos automotores e motocicletas
08/05/2024;2024;5;Santos Brasil;Santos;RA Santos;Instalação projeto  de expansão e desenvolvimento dos terminais líquidos e expansão e modernização dos terminais de contêiner e carga geral, com destaque para o Tecon Santos no Porto de Santos;Infraestrutura;Armazenamento e atividades auxiliares dos transportes
07/05/2024;2024;5;Glidah Sorvetes;São Paulo;RM São Paulo;Abertura sorveteria  judaica com sabores que fogem do convencional, como o Malabie, com água de rosas, pistache e coco, o Dvash, de mel com flor de laranjeira, e o Strudel da Babe, com calda de maçã;Serviços;Alimentação
07/05/2024;2024;5;Hospital São Camilo;São Paulo;RM São Paulo;Inauguração Pronto Socorro  60+, espaço exclusivo para atendimentos de emergência de pessoas com 60 anos ou mais;Serviços;Atividades de atenção à saúde humana
07/05/2024;2024;5;Tello;Altair;RA Barretos;Construção fábrica  de fertilizante organo-mineral biointeligente na Fazenda São João;Indústria;Fabricação de produtos químicos
06/05/2024;2024;5;Livraria da Vila;São Paulo;RM São Paulo;Inauguração livraria na Avenida Paulista localizada no Shopping Cidade São Paulo;Comércio;Comércio varejista
06/05/2024;2024;5;Serviço Social do Comércio - Sesc;São Paulo;RM São Paulo;Reforma área Conjunto Aquático da unidade do centro cultural, educacional e desportivo;Serviços;Atividades esportivas e de recreação e lazer
05/05/2024;2024;5;Bibla;São Paulo;RM São Paulo;Inauguração livraria e cafeteria  com livros de ficção nacional e internacional, clássicos e contemporâneos, não ficção e literatura infantojuvenil;Comércio;Comércio varejista
05/05/2024;2024;5;JXO;Santa Cruz do Rio Pardo;RA Marília;Instalação Linha de produção da empresa de máquinas selecionadoras de grãos e sementes programada para separar falhas de maneira personalizada, conforme as demandas de cada perfil de produtor rural;Indústria;Fabricação de máquinas e equipamentos
03/05/2024;2024;5;Pindura Bar;São Paulo;RM São Paulo;Abertura bar , coquetelaria que tem mais de 80 coquetéis listados em seu cardápio;Serviços;Alimentação
03/05/2024;2024;5;Esquina Aroeira;São Paulo;RM São Paulo;Inauguração restaurante  especializado em frango a passarinho;Serviços;Alimentação
02/05/2024;2024;5;Distrito Anhembi;São Paulo;RM São Paulo;Modernização Centro de convenções e também será construída uma arena multiuso para shows, eventos esportivos, sociais e corporativos no Parque Anhembi (complemento da ficha 7286);Serviços;Serviços de escritório, de apoio administrativo e outros serviços prestados às empresas
02/05/2024;2024;5;Shiro;São Paulo;RM São Paulo;Inauguração bar  e restaurante tipo japanese cocktail bar;Serviços;Alimentação
01/05/2024;2024;5;Shuk Esfihas;São Paulo;RM São Paulo;Abertura restaurante  especializado em comida árabe;Serviços;Alimentação
30/04/2024;2024;4;Clínica Mezêncio;São Paulo;RM São Paulo;Inauguração Centro  de tratamentos, serviços e procedimentos estéticos a unidade na Chácara Klabin;Serviços;Outras atividades de serviços pessoais
29/04/2024;2024;4;Eureka Coworking;São Paulo;RM São Paulo;Inauguração coworking com estrutura com mesas, cadeiras e Wifi empresa de serviços combinados de escritório e apoio administrativo na avenida Paulista;Serviços;Serviços de escritório, de apoio administrativo e outros serviços prestados às empresas
29/04/2024;2024;4;GRU Airport;Guarulhos;RM São Paulo;Ampliação área de embarque e o raio-x, a reforma de banheiros dos terminais, a modernização do sistema sonoro e do sistema de leitura do cartão de embarque, construção de praça para fluxo de passageiros;Infraestrutura;Armazenamento e atividades auxiliares dos transportes
29/04/2024;2024;4;Case IH;Sorocaba;RA Sorocaba;Modernização fábrica  para transformá-la em polo mundial de produção da linha de colheitadeiras Axial-Flow Série 160 Automation;Indústria;Fabricação de máquinas e equipamentos
26/04/2024;2024;4;Assaí Atacadista;São Paulo;RM São Paulo;Inauguração atacadista de mercearia, alimentos, perecíveis, bazar, embalagens, higiene, bebidas e limpeza na avenida Morvan Dias de Figueiredo,;Comércio;Comércio por atacado, exceto veículos automotores e motocicletas
26/04/2024;2024;4;Azul Linhas Aéreas;Barueri;RM São Paulo;Compra aeronave(s) , 13 unidades do modelo 195-E2 da Embraer ;Infraestrutura;Transporte aéreo
26/04/2024;2024;4;Shopping Center Norte;São Paulo;RM São Paulo;Inauguração área de expansão do shopping de 6.000 m² com 30 lojas;Serviços;Atividades imobiliárias
25/04/2024;2024;4;Fundação Butantan;São Paulo;RM São Paulo;Implantação projeto , ensaios clínicos necessários para o desenvolvimento de uma vacina tetravalente contra a influenza, o vírus causador da gripe;Serviços;Pesquisa e desenvolvimento científico
24/04/2024;2024;4;Parque Global;São Paulo;RM São Paulo;Construção complexo de 5 torres residenciais, shopping, universidade e uma unidade de tratamento de câncer do Hospital Albert Einstein, uma torre de 52 andares, hotel e apartamentos menores;Serviços;Atividades imobiliárias
23/04/2024;2024;4;Usinas Brasil Solar;Bebedouro;RA Barretos;Instalação projeto para usinas solares na modalidade de geração distribuída;Infraestrutura;Eletricidade, gás e outras utilidades
23/04/2024;2024;4;Usinas Brasil Solar;Taiúva;RA Barretos;Instalação projeto para usinas solares na modalidade de geração distribuída;Infraestrutura;Eletricidade, gás e outras utilidades
23/04/2024;2024;4;Usinas Brasil Solar;Araraquara;RA Central;Instalação projeto para usinas solares na modalidade de geração distribuída;Infraestrutura;Eletricidade, gás e outras utilidades
23/04/2024;2024;4;Banijay Estúdios;Guarulhos;RM São Paulo;Inauguração estúdio , o estúdio B é usado para filmagem, com 11 salas de produção, 7 camarins e 5 banheiros coletivos;Serviços;"Atividades cinematográficas, produção de vídeos e de programas de televisão; gravação de som e edição de música"
22/04/2024;2024;4;Elektro;Inter-regionais                                                                                                                                                                                                                                     ;Inter-regionais;Modernização rede  de distribuição de energia elétrica e novos projetos (2022 a 2025);Infraestrutura;Eletricidade, gás e outras utilidades
22/04/2024;2024;4;Faena São Paulo;São Paulo;RM São Paulo;Construção hotel com cerca de cem quartos, um centro de cultura com arte e gastronomia com quatro restaurantes , um espaço para eventos e 140 unidades residenciais de luxo na região da Faria Lima;Serviços;Alojamento
22/04/2024;2024;4;Casa do Saulo;São Paulo;RM São Paulo;Inauguração restaurante e cozinha da culinária da região amazônica;Serviços;Alimentação
22/04/2024;2024;4;Volkswagen;São Carlos;RA Central;Instalação Linha de produção de motor híbrido será produzido na fábrica de motores para o projeto de produção carro elétrico na Rodovia Washington Luiz Km 148;Indústria;Fabricação de veículos automotores, reboques e carrocerias
19/04/2024;2024;4;Honda;Itirapina;RA Campinas;Ampliação fábrica  automóveis implantação de novas tecnologias, mais um novo modelo híbrido flex;Indústria;Fabricação de veículos automotores, reboques e carrocerias
19/04/2024;2024;4;Enel Distribuição São Paulo;Diversos municípios-RMSP;RM São Paulo;Modernização subestações dez unidades e a construção de 20 km de linhas de alta tensão, três pontos de rede básica, para a conexão da distribuidora com a rede de transmissão, que vai aumentar a capacidade da rede;Infraestrutura;Eletricidade, gás e outras utilidades
17/04/2024;2024;4;LED Mídia;São José do Rio Preto;RA São José do Rio Preto;Implantação equipamento um painel LED será instalado na fachada do Plaza Avenida Shopping;Serviços;Publicidade e pesquisa de mercado
17/04/2024;2024;4;Tembici;São Paulo;RM São Paulo;Instalação laboratório e pesquisa & desenvolvimento, com foco em inovação e aprimoramento contínuo nas bicicletas e estações desenvolvidas pela companhia, por meio do Tembici Labs com um software e aplicativo de compartilhamento de bicicletas;Serviços;Pesquisa e desenvolvimento científico
17/04/2024;2024;4;ViaMobilidade;São Paulo;RM São Paulo;Instalação equipamentos , um conjunto de antenas específicas para o tráfego de dados em ambientes fechados para o sinal de internet móvel 4G e 5G dentro das estações e dos túneis;Infraestrutura;Transporte terrestre
17/04/2024;2024;4;Supermercado Proença;Mirassol;RA São José do Rio Preto;Inauguração supermercado varejista de mercadorias em geral, com predominância de produtos alimentícios na avenida Fernando Antônio Vendramini;Comércio;Comércio varejista
16/04/2024;2024;4;Kinsol;Diversos municípios-RMSP;RM São Paulo;Instalação infraestrutura  de eletropostos da empresa de soluções renováveis que atua nos setores de energia solar e mobilidade elétrica;Comércio;Comércio varejista
16/04/2024;2024;4;Consórcio Novo Litoral;Inter-regionais                                                                                                                                                                                                                                     ;Inter-regionais;Concessão rodovias das rodovias Padre Manuel da Nóbrega, Mogi-Dutra e Mogi-Bertioga, nos municípios de Arujá, Itaquaquecetuba, Mogi das Cruzes, Bertioga, Santos, Praia Grande, Mongaguá, Itanhaém, Peruíbe, Itariri, Pedro de Toledo e Miracatu por 30 anos;Infraestrutura;Armazenamento e atividades auxiliares dos transportes
15/04/2024;2024;4;Phibro Saúde Animal;Guarulhos;RM São Paulo;Inauguração laboratório  de diagnóstico e uma unidade de fabricação de vacinas inicialmente voltadas para doenças de suínos;Indústria;Fabricação de produtos farmoquímicos e farmacêuticos
14/04/2024;2024;4;Santa Casa de Presidente Prudente;Presidente Prudente;RA Presidente Prudente;Inauguração instalações da UTI (Unidade de Terapia Intensiva) geral do hospital;Serviços;Atividades de atenção à saúde humana
12/04/2024;2024;4;Heineken;Guarulhos;RM São Paulo;Inauguração bar  especializado em chope em um mega complexo no Aeroporto Internacional de Guarulhos;Serviços;Alimentação
10/04/2024;2024;4;Biotil Biofertilizantes;Santa Fé do Sul;RA São José do Rio Preto;Inauguração empresa de biofertilizante foliar inovador e sustentável que contribua para o desenvolvimento e crescimento das plantas, aumentando a produtividade e a resistência a estresses;Indústria;Fabricação de produtos químicos
10/04/2024;2024;4;Metalex;Araçariguama;RA Sorocaba;Instalação Linha  e tratamento de sucata de alumínio com o  processamento de sucata por extrusão (complemento da ficha 6947);Indústria;Metalurgia
09/04/2024;2024;4;Cine Matilha;São Paulo;RM São Paulo;Reabertura cinema  na rua Rego Freitas;Serviços;"Atividades cinematográficas, produção de vídeos e de programas de televisão; gravação de som e edição de música"
09/04/2024;2024;4;Casa Slamb;São Paulo;RM São Paulo;Inauguração Centro cultural deve oferecer desde aulas de artes, teatro, filosofia, clown, grafite até o judô;Serviços;Atividades artísticas, criativas e de espetáculos
09/04/2024;2024;4;Mica Chocolates;São Paulo;RM São Paulo;Inauguração quiosque  especializado em chocolates pintados e revenda de bombons, barras de chocolate, drágeas, fatias e caramelos no Shopping Iguatemi São Paulo;Comércio;Comércio varejista
08/04/2024;2024;4;Le Bulô;São Paulo;RM São Paulo;Inauguração restaurante de cozinha bretã, a torta basca de haddock com chantili de caviar e a moules frites, que além de mexilhão, apresenta lambreta e, acompanha batata-doce laranja e mandioquinha;Serviços;Alimentação
08/04/2024;2024;4;Bob Esponja Burguer & Restaurante;São Paulo;RM São Paulo;Abertura restaurante  com ambiente de dois andares com diferentes áreas temáticas que misturam entretenimento e gastronomia no térreo a Bob Store, uma loja que ficará dentro do restaurante, nas áreas infantis;Serviços;Alimentação
